,Country,Year,Agriculture,Mining,Manufacturing,Construction,Wholesale,Transport,Other,Total
8,Tajikistan,1998,412194283.81125,561274782.86354,561274782.86354,309510308.29191,335340388.67617,102318860.38563,451007748.02275,2171646372.2796
9,Tajikistan,1999,424972320.56269,589338433.80097,589338433.80097,334313278.55126,345233697.82825,111140145.84872,464167200.55721,2269165076.9207
10,Tajikistan,2000,479652934.10165,704932159.79417,704932159.79417,159596867.29746,386650058.99413,98636844.232658,503729502.85075,2333198367.2708
11,Tajikistan,2001,518012346.67235,787291277.6987,787291277.6987,281814468.32967,372292759.25066,127067463.93746,517613846.2651,2604092161.9256
12,Tajikistan,2002,591771600.98653,875655088.71956,875655088.71956,228039254.0097,407529787.69725,152261874.94767,547393198.09087,2802650804.9083
13,Tajikistan,2003,653195995.02166,957953499.37961,957953499.37961,361557889.68478,488498706.62028,166528738.9719,563566703.71244,3191301533.3907
14,Tajikistan,2004,752998490.96819,939329212.59962,939329212.59962,373733338.38272,607725814.00483,209681514.81704,623553832.411,3507022203.1834
15,Tajikistan,2005,774084481.11807,999079781.60753,999079781.60753,435001098.88939,661745886.54858,239980237.34671,649745741.30883,3759637226.5908
16,Tajikistan,2006,815850170.81655,1041044654.8272,1041044654.8272,466386075.63428,773583219.02427,248845061.39196,663948541.13223,4009657723.0549
17,Tajikistan,2007,868895710.02291,950405135.22977,950405135.22977,514873791.15316,862807327.5278,375873976.96565,713835817.20193,4286691757.8729
18,Tajikistan,2008,936673975.21485,865817702.8066,865817702.8066,624009517.31383,985570434.1968,448040304.10523,752200321.61317,4612312255.0221
19,Tajikistan,2009,1034870445.2344,809548844.24788,809548844.24788,527272038.53268,1041752417.0086,560490325.41924,776958356.15708,4750892426.3715
20,Tajikistan,2010,1105123735.4323,831885756.91373,831885756.91373,577350820.96994,1141799054.5715,629806118.64291,772533855.01907,5058499341.5494
21,Tajikistan,2011,1109394149.3046,606801979.84304,606801979.84304,486416125.56996,1224147249.3511,834215073.57139,775328362.70353,5036302940.3436
22,Tajikistan,2012,1214736754.5616,658716883.13072,658716883.13072,367730346.581,1402072024.3741,939940148.05624,841019790.13314,5424215946.8368
23,Tajikistan,2013,1308062843.8216,562590211.69378,562590211.69378,474723032.45058,1827945307.2643,851536325.0843,905679902.33617,5930537622.4223
24,Tajikistan,2014,1428207023.4987,601686698.61231,601686698.61231,592929157.86829,1941169745.526,861097173.38185,878981446.76446,6304071245.4232
25,Tajikistan,2015,1477187020.4538,675245167.65751,675245167.65751,718627594.48576,2008661347.426,828112075.07098,929328356.38545,6637161561.4795
26,Tajikistan,2016,1554742471.2832,830089724.51644,830089724.51644,875364915.46712,2141270589.5607,782900599.60873,877325292.80119,7061693593.2374
27,Tajikistan,2017,1717377886.9444,978501470.13374,978501470.13374,808903430.33745,2072963441.6034,706673008.62456,1176889145.3844,7461308383.028
0,Thailand,1970,9521406549.6991,5865604959.4583,5318799574.3524,2097888610.8236,7946560920.4781,1566660855.0791,8497445245.3179,33666903876.084
1,Thailand,1971,9931335877.8865,6521682064.9731,5907664380.7715,2125153773.1406,7965132414.0452,1599858105.5834,9112331690.5184,35314792002.968
2,Thailand,1972,9762701228.7851,7346643428.701,6690111014.0331,2030107926.9181,8249819821.8458,1669369719.3552,9727556305.3601,36941502702.402
3,Thailand,1973,10684193385.13,8430831888.2634,7742845738.7757,1985770186.3324,9194474696.8411,1817588429.3716,10503050763.839,40605054594.854
4,Thailand,1974,10995658186.694,8946828726.4794,8221244977.367,1867536211.4373,9554580487.1268,1937441413.6135,11183964663.221,42446288805.501
5,Thailand,1975,11476210347.761,9440351988.031,8697934884.194,1942961333.3791,10064843597.491,1939623392.5014,11931717705.437,44656970952.064
6,Thailand,1976,12169762783.77,10884841352.298,10030145358.885,2383535778.6602,10763992386.572,2058073676.0132,12837645300.009,48829649389.985
7,Thailand,1977,12449537852.643,12476269475.715,11464274742.374,2843985762.8274,12039310440.056,2276115711.0711,13892084461.679,53778876714.688
8,Thailand,1978,14001429334.754,13649660138.143,12464661180.61,3322017954.5159,13189837115.908,2449583034.1647,15123900257.915,59202085653.201
9,Thailand,1979,13745647920.675,14763855142.006,13495815591.312,3275641697.087,13641215002.718,2794803268.3521,16859092557.429,62766095382.787
10,Thailand,1980,13981962784.69,15233917480.94,13884902243.185,3434391193.5706,14430729961.787,3124126227.6193,17973638917.154,65950151230.836
11,Thailand,1981,14697589964.965,16320777005.64,14757548719.04,3664651698.5983,15820691198.652,2865372134.3584,19091042274.619,70064900543.397
12,Thailand,1982,15061350070.739,17085574358.725,15148440124.702,3936733021.8362,16576339343.707,3311471993.2984,20249775538.407,73895987755.789
13,Thailand,1983,15780007322.757,18863102030.499,16843333679.605,4409390269.374,16417011207.242,3439968923.9558,21623555645.559,78008482415.326
14,Thailand,1984,16477378321.097,20387791956.757,17886851217.653,4870075282.6217,17381264231.98,3831977331.5244,21866811908.022,82238467630.328
15,Thailand,1985,17220200394.736,20766159618.959,17641960153.567,4860153088.4859,18768297430.449,4087639125.4739,23160953605.718,86251575893.256
16,Thailand,1986,17285877198.552,22637599307.833,19378173318.406,4931412482.6772,20148903227.656,4378981296.3207,24091136945.065,91024254281.455
17,Thailand,1987,17297618726.322,26054695026.289,22485631692.053,5417025983.6587,22720577899.554,4785214280.8214,25702721472.255,99824925083.999
18,Thailand,1988,19115661737.507,30488027756.703,26517846622.868,6104937442.5845,25654329510.771,5547632574.4331,28110908744.736,112730987539.14
19,Thailand,1989,20983246420.714,35201014636.279,30792320795.518,7872154018.0506,28137734538.29,6137024827.0046,30403208019.563,126195815312.59
20,Thailand,1990,19998473123.026,40506443157.567,35595396475.174,9594187709.4887,31208604043.75,6993353872.64,34586791204.924,141116952444.62
21,Thailand,1991,21357391376.086,44708516773.427,38884891368.084,10935451560.846,33654840207.315,7414828915.9642,36663864748.143,152832480288.78
22,Thailand,1992,22310575891.814,49722435101.096,42874365389.921,11552603666.169,35344753812.49,8021102772.5694,42115780708.488,167198298664.72
23,Thailand,1993,22758490164.977,54123306077.452,46444117738.743,12588681030.944,37879202699.85,8782280543.0665,47550296229.984,182108973081.61
24,Thailand,1994,24274974020.735,58786063514.446,50334012109.079,14386364601.094,40661938363.526,9588404379.1026,50771487655.056,196848993023.43
25,Thailand,1995,24586133421.916,65259524741.564,55959573526.509,15609746876.597,44177126166.829,10389694782.693,53614290652.743,212382016888.86
26,Thailand,1996,25887350894.714,69463750908.195,59153805600.207,16854847482.902,45164675821.027,11429280027.013,56707736254.01,224194235709.17
27,Thailand,1997,25763616040.673,70649636434.432,59669260212.958,12172015482.212,44189925110.777,11886204921.673,53876791002.648,217293797495.18
28,Thailand,1998,25943154059.211,65359305287.514,54667801322.787,8117173828.9974,40198877169.884,11578288790.299,50229698668.354,199758537045.98
29,Thailand,1999,27194065038.961,71063120336.98,60028471150.488,7341716433.8427,40639291130.371,12637505715.719,51289479652.571,208391246895.38
30,Thailand,2000,29043455995.982,73917845931.525,62017234677.325,6568686135.3863,41833731498.279,13680136684.594,54518209507.436,217613317426.4
31,Thailand,2001,29939234202.954,75745207645.428,63232006409.526,6605050739.3683,43211074140.041,14901273596.957,56503628173.806,225114252738.39
32,Thailand,2002,29976217242.381,82271481588.289,68811425688.952,6976605766.7051,43956325223.618,16058350976.559,61056350790.098,238856590531.66
33,Thailand,2003,33556760973.832,90138822768.39,75800236015.328,7182950832.5682,45607312352.619,16380270819.746,65484954178.539,256028737568.48
34,Thailand,2004,33183943258.131,96563061709.451,81452751750.998,7765705119.165,48171201402.848,18219888450.993,69862011006.498,272234707337.25
35,Thailand,2005,33166915525.923,101251912385.45,84883176748.934,8539739733.4966,49017234589.972,19101294652.661,73822905761.564,283678637830.52
36,Thailand,2006,34470821588.017,106894439635.14,89645452405.293,8641677794.8315,51959267289.56,20729267533.034,76304964332.41,298014186441.93
37,Thailand,2007,35124268279.783,114187145068.61,96128235900.491,8981931644.0573,55300251502.472,22478473492.978,78802018266.306,314368986756.54
38,Thailand,2008,36154356458.694,117510379988.11,98423796883.165,8503668054.9782,55737906409.173,22834922583.023,79628963640.563,319663711048.23
39,Thailand,2009,36066827940.505,114742993683.16,95166436051.801,8807306221.2533,54391603122.496,22539255561.272,80910904188.219,316637462350.1
40,Thailand,2010,35901868050.592,126929162535.6,105987037372.22,9556107399.2199,59347898366.156,24193812320.098,85176107017.344,341104955689.01
41,Thailand,2011,38162015705.602,121743120846.33,100865592310.4,9141617868.2174,60922704954.528,24924753107.607,89356634943.162,343981131861.79
42,Thailand,2012,39194732727.38,130542220279.36,107825122522.21,9867863785.4864,65383021960.08,27187891980.513,97399650554.034,369960900863.76
43,Thailand,2013,39469745539.138,132665500198.16,109879132942.65,9837943541.7038,67242930772.938,28679999061.17,101716929671.14,380488871460.91
44,Thailand,2014,39356526056.566,132886269874.72,109942261700.32,9599041902.8856,67318268269.355,29598251908.814,104637928597.34,384590343228.96
45,Thailand,2015,36889954490.058,135590322669.96,111769880766.8,11235993086.506,72215473777.778,31180704449.37,107964332053.37,397831211091.3
46,Thailand,2016,35985513050.91,138830351468.93,114337103067.82,12205785603.516,76946293014.869,32454711167.324,111732813481.48,411909628542.73
47,Thailand,2017,38232396998.726,141587467475.01,117322055003.45,11922150061.756,82265633752.451,34833355833.41,115530755908.19,428499866775.04
0,The former Yugoslav Republic of Macedonia,1990,756714705.84706,1514662799.6115,1159190639.8745,442878880.67075,108219678.08758,306826663.49138,2557064531.988,5354801522.1637
1,The former Yugoslav Republic of Macedonia,1991,899715910.11627,1327652749.2259,987593481.28457,369890461.77883,144025695.02462,252237870.59339,2789446579.4133,5440340168.8447
2,The former Yugoslav Republic of Macedonia,1992,895431548.6383,1133485350.4978,817384719.84815,362621871.92383,169876460.79776,232571867.12765,2845290153.6984,5335722646.8704
3,The former Yugoslav Republic of Macedonia,1993,726949492.54168,1015082750.0445,717095664.19076,336864182.98744,277324376.07606,219351521.82681,2985292244.0306,5314123109.373
4,The former Yugoslav Republic of Macedonia,1994,781057870.27023,956280290.20315,664810976.18956,293127533.43495,360317813.08744,220078004.92594,3004947662.9126,5385730454.3861
5,The former Yugoslav Republic of Macedonia,1995,797299339.59723,895574305.95645,601446228.1433,287560036.92343,418122425.20028,217641974.6634,3029617362.0037,5439980271.2592
6,The former Yugoslav Republic of Macedonia,1996,780928165.81878,934771567.99693,632063725.5471,285805737.19582,494295740.9521,218463201.5606,2987177538.6945,5514257563.0921
7,The former Yugoslav Republic of Macedonia,1997,778143433.19811,971736955.49305,653175617.81498,286366467.96889,570995502.85519,225669798.61769,3041804887.1781,5701235692.3496
8,The former Yugoslav Republic of Macedonia,1998,803721008.06653,989161905.77658,656317888.15077,308416686.00743,577753885.96405,285465223.75069,3072566834.4035,5873265731.7265
9,The former Yugoslav Republic of Macedonia,1999,810730354.87625,1001918648.9614,672496704.41023,340492021.35204,610597611.02744,334447631.27276,3161129499.2184,6113795839.748
10,The former Yugoslav Republic of Macedonia,2000,818918591.24602,1087818332.6924,740543816.4012,349345517.27247,615983379.98503,362815068.67814,3222958757.4952,6298969518.5618
11,The former Yugoslav Republic of Macedonia,2001,724173919.18985,1124228837.7117,698375878.71517,299039762.78665,596489206.29533,351332973.24537,3185276068.0672,6104582416.032
12,The former Yugoslav Republic of Macedonia,2002,724373731.58123,1140356958.323,718987794.13115,312127493.72606,623400738.47909,367183903.16728,3128379509.5781,6134274906.565
13,The former Yugoslav Republic of Macedonia,2003,801430903.72613,1248037685.2808,784566362.38198,347189589.18151,686548209.43836,404377851.52618,2863641388.9611,6209832778.796
14,The former Yugoslav Republic of Macedonia,2004,854857073.10014,1311431517.8968,840669779.36149,337731282.46121,723561156.0567,426178528.62984,2995445549.1094,6492854352.9899
15,The former Yugoslav Republic of Macedonia,2005,859523086.99869,1483851523.0696,929369858.77659,320501811.27516,780498225.72807,459714541.95573,3009230350.1931,6737730135.4863
16,The former Yugoslav Republic of Macedonia,2006,854870892.70137,1524171578.5137,1046416898.0809,381385175.14262,845289517.40616,497876702.98717,3083159849.4122,7042357183.6666
17,The former Yugoslav Republic of Macedonia,2007,874569955.29161,1358365278.4374,911412052.80571,347306122.68952,990887987.0498,583634404.37603,3401513681.0424,7471223057.4299
18,The former Yugoslav Republic of Macedonia,2008,1071230244.2916,1342638212.6953,893054961.45425,421924288.00867,1071170854.6477,630921125.20185,3446434099.592,7931261853.2615
19,The former Yugoslav Republic of Macedonia,2009,1100375355.3333,1366253913.5742,929847817.99285,471885902.28512,957312154.67028,563858192.34232,3488698970.7243,7855197107.9981
20,The former Yugoslav Republic of Macedonia,2010,952084050.77796,1455769169.0597,928076508.62359,523734427.67952,1143025757.0165,673243762.78067,3366498471.6525,8114355638.9669
21,The former Yugoslav Republic of Macedonia,2011,969545713.56983,1604265886.9249,1040678621.0917,724184483.92768,981482186.0912,578094374.5285,3436594086.7268,8254209023.4185
22,The former Yugoslav Republic of Macedonia,2012,813971827.60432,1496794684.0912,1028491585.8867,704267329.54705,1034516627.5782,609331734.40684,3546179135.5129,8212525237.9046
23,The former Yugoslav Republic of Macedonia,2013,883770771.17813,1552631582.817,1127582447.1525,794115462.77958,1133132269.1756,667416484.64436,3482937496.9714,8571061678.3906
24,The former Yugoslav Republic of Macedonia,2014,911348864.39579,1731004882.3181,1370302569.3103,834646895.62171,1168933543.4077,688503485.05801,3636611595.1641,9005682827.0826
25,The former Yugoslav Republic of Macedonia,2015,928285721.56154,1812089372.6635,1438336830.8214,901523677.37613,1045216638.2379,860320236.56042,3806717892.6185,9370150522.4625
26,The former Yugoslav Republic of Macedonia,2016,924726665.27162,1777375783.8736,1416305554.0596,876325845.18303,1153379874.6312,909411417.96524,3908366361.4919,9599443390.6
27,The former Yugoslav Republic of Macedonia,2017,800289922.74596,1792441386.6511,1438092760.0741,838187510.73129,1256189046.1511,1012027723.6591,3897814199.0374,9693558171.7584
0,Timor-Leste,1990,122404809.6817,173672589.05349,11487902.309346,58471395.709867,85546183.659824,1543999.4648914,119674063.91874,873885712.01914
1,Timor-Leste,1991,134487162.35669,190844099.35398,12761781.802173,64976088.089895,97198276.477863,1705711.3885126,131684704.92221,968788057.2734
2,Timor-Leste,1992,143139215.7233,211327671.75146,14498614.25017,73089748.105208,107988607.46103,1948800.6183057,145501093.65612,1067104349.9404
3,Timor-Leste,1993,173451116.34763,236987377.68933,14934940.324292,76768449.62395,108553234.03552,2018681.7564656,163218657.31243,1177999363.8387
4,Timor-Leste,1994,175807788.83593,249595897.78831,17248804.286504,87905071.951736,140038371.38745,2267429.4970054,172944535.71047,1301403966.6054
5,Timor-Leste,1995,168266435.73465,282303402.22383,20824775.659908,102159948.50334,145677500.31431,2841462.5290847,193108554.67265,1403017450.6974
6,Timor-Leste,1996,187826820.16318,329255134.21546,22507586.291551,108099480.4581,159775322.96892,3233717.8278532,226758225.28421,1567302204.9016
7,Timor-Leste,1997,201024187.37873,391213152.30492,25242152.72416,110326804.85375,166824234.29622,3386794.3294346,224788055.79292,1656956622.3633
8,Timor-Leste,1998,201495522.3034,326549847.74052,24190396.17314,78253332.787393,172463363.22308,3530301.8876633,253311767.59527,1544914268.9203
9,Timor-Leste,1999,194146140.9277,256933097.6158,12019127.337575,56911514.532053,74095370.706243,1500850.3463361,129532576.04442,1050404753.2156
10,Timor-Leste,2000,170056504.10906,260495461.02689,13236254.821174,75937166.321511,106884701.32023,2189919.2363919,159455034.33838,1179865954.673
11,Timor-Leste,2001,168288639.80474,189398811.26903,15885442.722244,72832320.315685,151038875.7564,3771295.9429356,227615785.7919,1285869483.1207
12,Timor-Leste,2002,178406085.6463,176848015.34202,15073441.358655,54131238.413852,139787606.88515,5060680.618796,215514147.70709,1191992399.8996
13,Timor-Leste,2003,176412908.99423,188891178.28965,15132324.268421,43018859.435983,134911644.39901,6912190.6815631,230910428.55657,1173842398.3392
14,Timor-Leste,2004,185869768.27131,1105521072.9551,13990332.592768,9945159.0525235,160430379.60788,17644105.648594,271483441.16802,1915717914.7413
15,Timor-Leste,2005,190100990.50009,1956596404.5954,12944625.21909,9613743.6794668,166770896.11408,18408052.185186,284017749.65668,2628043372.3767
16,Timor-Leste,2006,201359124.44947,3417776329.025,12619600.257801,8527316.9790499,150027348.72314,24128701.581387,266135189.5632,3754920248.5896
17,Timor-Leste,2007,198416260.66764,3523899574.7824,12009768.1764,15960898.323171,167248361.72543,32246188.64196,291695579.05574,3934004257.034
18,Timor-Leste,2008,210374179.02656,3843393846.8715,11121961.957602,38583924.356523,168725171.50109,39616046.894556,297680043.41523,4304639569.2069
19,Timor-Leste,2009,216750617.32207,3338606676.8263,10315793.756095,63255972.363462,158678007.67113,61027553.448883,326075097.27628,4040348358.1484
20,Timor-Leste,2010,226141559.0,3079163222.0,8900173.0,69816409.0,195527743.0,44505602.0,366593440.0,3981747976.0
21,Timor-Leste,2011,189675428.02863,3578410662.0257,8635227.2829908,77691629.356728,210570970.3219,60022050.224983,413642664.27344,4450175264.7349
22,Timor-Leste,2012,224562866.62601,3760954992.6205,7705944.6341023,62023574.930724,211440792.20573,71850490.242876,455787499.18879,4671225969.3392
23,Timor-Leste,2013,212843801.26158,3046399788.4735,7728296.9631757,89259869.921424,185699202.00847,57403354.992463,508442211.83385,4192644001.1329
24,Timor-Leste,2014,206170625.94862,1562418819.175,8536813.5805849,78716359.660489,190969340.2339,30336601.517124,577102307.44555,3046812477.0616
25,Timor-Leste,2015,197341006.20861,2281998806.8993,11634024.632113,95787317.441579,196057586.44435,51072326.814596,598612799.09015,3720512361.1255
26,Timor-Leste,2016,203250368.34271,2221025325.676,13629610.359656,102653590.97645,209656064.66929,57977498.591535,628511897.35717,3778398367.0063
27,Timor-Leste,2017,200404840.50287,1970663428.7377,10967631.054942,90518250.909941,196290831.82994,44909620.786977,593528219.58353,3447842705.019
0,Togo,1970,326625109.9581,120925799.59853,65274601.331861,66115891.993544,187749875.84132,116652505.92616,354417886.1069,1167521365.4497
1,Togo,1971,324423216.25313,123992456.4696,66926521.696037,67797549.234574,186890311.29686,116118440.37744,352795265.84303,1167298987.4171
2,Togo,1972,342773237.53695,144457295.4396,77379305.769755,79846037.033004,197400531.77525,122648640.33012,372635568.01207,1255046741.2729
3,Togo,1973,353782706.33359,160050376.39562,87056218.776909,86548507.444058,201069920.858,124928499.3873,379562305.10075,1301477198.4283
4,Togo,1974,358920481.90319,173088657.62407,93412453.379559,94663562.850059,211516940.94322,131419418.33812,399283243.37848,1365833548.4256
5,Togo,1975,369196845.75277,175409236.28876,91772855.311508,100117126.43039,216186021.53658,134320428.43187,408097257.1626,1398784228.906
6,Togo,1976,350846753.69224,196387994.12091,111588468.53556,99300667.233985,205660833.95567,127780916.51545,388228580.18492,1368069924.3469
7,Togo,1977,329560991.82273,215945353.6181,113755482.43248,122133277.70657,226019011.96942,140429793.79023,426658868.92519,1464636680.3103
8,Togo,1978,386812137.21773,204531187.51528,96421129.361271,132058936.97171,256509097.4869,159373994.41011,484216133.65765,1620813561.1912
9,Togo,1979,367729010.98686,209961635.07975,105088305.89688,126728885.08889,237669808.26449,147668636.11052,448651847.52384,1537178346.5514
10,Togo,1980,428649814.34517,241516170.9606,119172577.7782,148248229.20982,268685840.69623,166939345.21067,507201196.71842,1757635131.7871
11,Togo,1981,429512286.52681,220268728.90314,124430195.93687,112427025.07391,270763367.83564,168230907.98062,511126528.82874,1714291039.4132
12,Togo,1982,391563329.92756,227780017.0663,129687805.13885,114794846.70493,260891496.46129,162096209.98656,492484145.11772,1655489443.3964
13,Togo,1983,395013324.95642,212046892.61766,120048844.35569,107852570.51036,240621945.0976,149502409.01094,454224813.94987,1560118933.2201
14,Togo,1984,513172308.89384,184998354.53123,98142122.799805,103628175.46459,240357475.7658,149341113.4034,453738078.93428,1626996504.3042
15,Togo,1985,551638664.19565,208570589.18778,107781083.58297,120992181.77702,242422794.20072,150618235.37156,457601274.84096,1708699211.5064
16,Togo,1986,559745952.8711,209873363.73804,113038692.78313,115113427.33553,249973421.22981,155312658.72852,471888436.78977,1740750943.0529
17,Togo,1987,560858539.99237,213098659.27017,113914959.61772,118092101.20279,250217079.28599,155476616.33927,472389741.46329,1748693333.3586
18,Togo,1988,612796758.68751,236944139.82579,120907586.93404,139718829.92459,254441763.95764,158066400.23667,480176292.80748,1853379779.0777
19,Togo,1989,646520788.11846,261268550.534,141327178.30004,142421940.59976,258763151.03574,160783770.03174,488588364.719,1929552491.1581
20,Togo,1990,665863143.71186,267293555.80475,160796233.49653,122104456.45889,257299739.59131,159916330.91601,485888792.70944,1932979569.3799
21,Togo,1991,658280354.15006,284022998.60422,169190882.221,132615845.46648,246948667.2073,153308817.98916,465484870.53099,1914603007.7062
22,Togo,1992,666334052.11601,274454869.39569,173954285.78508,112602443.64322,231268817.14024,143788098.00088,437364054.07529,1839490891.6002
23,Togo,1993,706276614.67297,183779626.7144,107967730.81244,87380258.600895,171806681.09289,106864778.22588,324569839.46235,1529126194.4977
24,Togo,1994,705833897.22187,230113662.43718,134360070.17958,112542939.69987,220811518.79873,136617757.56923,413930889.18727,1778345549.8173
25,Togo,1995,744971570.53293,282285978.96987,167122894.27236,131555163.0216,225933624.29026,141102211.24246,431515881.43298,1916964791.2186
26,Togo,1996,866898951.41015,294375625.03118,171583100.39882,140331783.75659,235896891.10327,146920077.17958,444238886.30593,2073368745.3647
27,Togo,1997,905590162.63047,297761723.66671,176478819.8053,149361955.78798,318939193.02493,194240716.35232,584235044.19322,2400514531.6231
28,Togo,1998,880586450.54573,277252153.11697,160357220.89679,125406871.97523,302167421.96738,194262012.30548,610797533.96718,2350858989.7618
29,Togo,1999,934063587.79496,279959437.48734,159244770.55797,136948674.05487,325617619.94917,201179757.50323,587948332.93386,2412998686.7951
30,Togo,2000,888664174.13814,308651302.04227,200926268.43831,161684738.61157,335770679.14355,191625070.55718,567137412.38824,2401295561.9774
31,Togo,2001,891510006.24792,311036843.50331,207342243.14886,156551088.03426,341103059.15604,188247830.0414,609861772.24425,2450939221.284
32,Togo,2002,964802641.41828,324930832.02603,212990734.24629,152484636.86471,365494351.28864,198683086.49667,599870557.3799,2550754543.109
33,Togo,2003,996433776.17829,368232029.97948,242799660.17945,161619975.34902,422659854.59871,216212020.09644,604951558.91317,2713071955.3979
34,Togo,2004,963077127.52083,342813218.58323,228451935.14878,164905858.77522,408748998.34838,237982149.1036,604879504.358,2668283932.3
35,Togo,2005,923691973.01195,319503138.23781,210065461.13067,188232718.30376,355925068.95952,228321901.85995,611958076.63506,2573143918.9845
36,Togo,2006,974480442.6074,327046665.83863,210334867.97575,207480112.03581,345488033.49867,226430821.33049,629967724.06754,2648858374.2774
37,Togo,2007,994498269.23819,325643870.38846,220531591.16686,158809435.67762,368237257.92216,253310661.95355,640827584.95413,2690901846.879
38,Togo,2008,1022231741.2547,302094269.13214,204524696.56067,153203849.93828,339444907.76134,315319692.18622,703828054.62086,2795858130.6167
39,Togo,2009,1052155749.8329,361110327.5084,249941838.42201,116192729.94348,359815023.20141,338360562.62141,733767457.54484,2940817958.8318
40,Togo,2010,1052267675.0587,388309959.1203,261098323.49874,109982893.6684,362449684.07798,399223043.64588,804828374.09757,3117061629.6689
41,Togo,2011,1055079130.1349,427870369.20663,288573114.31978,171523486.69391,364617152.18284,397189110.96372,970711404.6822,3394736154.5461
42,Togo,2012,1075678701.4511,466114795.37557,312560824.60564,192724933.69696,376480785.0253,419151851.94455,1062329926.9755,3609852265.5263
43,Togo,2013,1041626783.9506,584638186.48405,398747478.14463,132885538.33364,406697690.19496,457344587.86524,1094052837.6936,3779847048.484
44,Togo,2014,1118703291.2183,612524418.40068,417982547.51416,99171457.15954,402058951.03534,516631341.22565,1189341310.654,4021632189.1159
45,Togo,2015,1118801892.0124,634520690.76766,432017237.11517,81552131.281239,382927024.08862,505304761.97725,1376970952.1753,4211369616.8018
46,Togo,2016,1156486049.5781,717588075.94929,498312136.91436,125591149.8149,423631513.44525,481223081.95343,1462753685.7145,4479356272.7745
47,Togo,2017,1198029734.4365,772315878.3245,537391474.13419,130139126.47632,430311836.21733,490855712.088,1619613297.7264,4773090560.1592
0,Tonga,1970,24739948.711266,15900774.43766,13684761.696453,14356925.533642,13737575.795959,3062089.8722666,36131730.482103,108969121.65665
1,Tonga,1971,25333609.768066,16340431.569242,14081611.651169,14672803.823573,14032320.105477,3197038.288393,37029439.686844,111660892.39589
2,Tonga,1972,25708382.967704,16669999.108013,14345018.208487,15436257.95217,14556853.672268,3143179.9309517,37737876.736691,114384695.4721
3,Tonga,1973,26655849.381029,16921762.772338,14545977.377377,14971010.339757,14550751.754553,3274576.4989489,38702176.357055,116154589.83365
4,Tonga,1974,27201411.137801,17732013.234997,15339993.766989,15662536.043011,14954664.144325,3630414.1372952,39858238.254998,120140861.9414
5,Tonga,1975,26853186.849744,17697701.321631,15162798.290474,17898902.151598,16234853.880776,2954491.5696333,39940294.516992,122961108.88839
6,Tonga,1976,29666377.835008,17697701.321631,15162798.290474,13424176.613698,14495405.033252,3693113.9426897,41737925.4464,121616270.2835
7,Tonga,1977,28899143.843824,20355108.6716,17919670.706923,17898902.151598,16234853.880776,4801048.5409782,43535557.413575,132898381.2839
8,Tonga,1978,26597442.343887,23408799.491656,19298106.915148,24610990.230847,17394486.133569,5539671.4333865,46096472.433459,145162332.86823
9,Tonga,1979,26597442.343887,23408799.491656,19298106.915148,29085715.768746,17974302.259966,5539671.4333865,50997145.955195,155312279.35762
10,Tonga,1980,34525525.814352,27394910.51661,23433415.539823,20136264.692947,19133934.981093,7386228.4047313,55626756.728476,165184295.08854
11,Tonga,1981,43988077.740799,33077736.596282,28947159.850478,17898902.151598,19133934.981093,7755539.5912595,54863472.637999,177848024.70635
12,Tonga,1982,47568502.717246,35395402.643262,30325596.058703,17898902.151598,24932097.181727,9232785.3760762,72297657.99182,208025339.68006
13,Tonga,1983,51660416.705407,26462489.304906,20676543.123373,17898902.151598,26671545.560918,10340719.455013,77690552.336694,211555976.94307
14,Tonga,1984,56538232.65783,30938983.819632,26475434.508452,14851257.238581,26026952.817357,10092480.1193,75815685.05561,215033893.48317
15,Tonga,1985,60750878.45605,30486480.360039,26302815.460662,14062235.892528,27091226.272708,10505571.118921,78933695.884878,222623929.92264
16,Tonga,1986,61194325.225519,29289715.455915,24909015.340916,14466403.860798,28440639.453302,11022536.148193,82818992.954292,227973466.26766
17,Tonga,1987,62302893.366939,26793910.875029,22780010.875885,13260728.866136,30302593.11535,11756290.635226,88280069.649859,233241830.96769
18,Tonga,1988,56316509.273096,28247785.577868,24544585.281486,12559034.450458,30540930.396429,11844659.931135,89045131.954639,228719437.18344
19,Tonga,1989,58848507.993688,30923148.791069,27121183.067733,13105014.966288,30196625.62652,11683002.8012,87784906.756367,232868372.22666
20,Tonga,1990,55884163.544346,30617490.353315,26558545.545787,13788956.127423,29454629.809607,11462739.398105,85923842.818407,227445888.42796
21,Tonga,1991,61378315.775486,28355997.982813,24966590.187977,11674199.880744,31479805.204301,12196089.829304,92001625.197102,237298366.69459
22,Tonga,1992,65872570.61878,28151474.614469,24698065.634367,11968026.91789,32292363.430953,12404371.78243,93061934.898845,244180130.59307
23,Tonga,1993,67628586.275054,29755051.65165,26117401.944387,12684252.682632,32405126.439475,12833977.136023,95518888.983029,251240855.88304
24,Tonga,1994,67300431.85779,28375593.93134,22236564.795545,18338039.492976,34028323.19359,13005219.945286,100003021.9012,261842009.68189
25,Tonga,1995,67327313.246464,28415672.32017,21287663.215294,22578329.756335,36765299.068425,13772785.803682,101636439.6432,271699335.08035
26,Tonga,1996,64985350.286119,29574364.390964,22243983.80119,22890443.087206,33337039.469249,14484748.282015,105339665.10626,271318413.16157
27,Tonga,1997,70075785.339572,28984650.026288,22622140.535573,16930755.515362,32884294.877742,14974917.346346,108485699.28536,272567466.48413
