,Country,Year,Agriculture,Mining,Manufacturing,Construction,Wholesale,Transport,Other,Total
29,Spain,1999,32428532811.818,197617373120.33,166162292283.88,118122768405.98,190804533717.27,85486300954.528,372397695341.17,996857204351.1
30,Spain,2000,34824416653.214,206986351724.0,173881038015.03,123987319898.35,199162976460.8,91366745540.375,392780587723.2,1049108397999.9
31,Spain,2001,34297295719.618,215030905871.4,180458129864.88,131959030700.65,204209033639.2,96261818330.756,410387486444.88,1092145570706.5
32,Spain,2002,34597940071.191,218106219458.86,182263320398.77,136156131802.58,208953122041.57,98697434905.84,426598441789.64,1123109290069.7
33,Spain,2003,34327757482.112,224066129512.08,185750529992.14,138214287407.63,213371402027.69,100200656663.71,445121842235.06,1155302075328.3
34,Spain,2004,33458935038.798,227438114177.75,187289511210.33,138838091326.53,221535154376.15,103023005180.02,464209447498.85,1188502747598.1
35,Spain,2005,30773002241.478,232439140924.64,190731690372.18,142906723256.2,227892391766.25,104984477799.76,491328362665.48,1230324098653.8
36,Spain,2006,32594085868.852,239361907557.57,196771065892.78,145695961161.11,234849593435.05,107809475164.99,522594050804.69,1282905073992.3
37,Spain,2007,34926397336.347,243670260313.82,199574872466.7,146419096914.23,242895472006.9,112439663064.12,556607919690.67,1336958809326.1
38,Spain,2008,33979433850.112,241781631039.18,195393664458.25,146727687812.54,243290150494.87,113092604321.06,576002791428.31,1354874298946.1
39,Spain,2009,32745070256.867,217630751079.06,174073079561.19,135627686444.53,235311817570.29,110328530480.82,578487411708.28,1310131267539.8
40,Spain,2010,33445690794.235,225123020228.19,174077052834.56,115921574959.66,237098466161.8,115166653019.58,584269848884.36,1311025254047.8
41,Spain,2011,34929046185.259,224636956452.74,171804340467.59,101076101229.3,235778014978.9,115979849635.73,590979383179.83,1303379351661.8
42,Spain,2012,31549114972.854,213732969904.25,162865799812.21,92193186401.089,231647135099.79,115561331507.55,581174668930.05,1265858406815.6
43,Spain,2013,35827005966.612,205318901333.55,162517476180.22,82475884165.422,229734666184.93,114470005755.58,578746998901.71,1246573462307.8
44,Spain,2014,35397892442.78,209469647579.51,167318514834.2,80862735177.682,232370270852.91,121118616526.07,581128314074.08,1260347476653.0
45,Spain,2015,36666691071.888,215652060941.39,174367101790.48,84639993726.97,245423798293.93,127049389241.25,590909188683.65,1300341121959.1
46,Spain,2016,39678432285.451,227464602666.88,182517609894.38,87564322926.418,256546314877.7,129963123045.05,598197496466.52,1339414292268.0
47,Spain,2017,39315539984.432,237593800908.45,190462832207.55,92957379312.358,264030637480.09,136194540111.81,609379612150.82,1379471509948.0
0,Sri Lanka,1970,1825017635.1397,1379486213.3789,1307019732.0094,438411284.48326,723685964.44431,663170953.8164,3330537453.1965,8360309504.459
1,Sri Lanka,1971,1814079203.7588,1463474326.828,1395761078.3117,395921041.06703,736704578.67362,661386548.43816,3277270335.7862,8348836034.5519
2,Sri Lanka,1972,1813774653.4627,1425781954.6959,1351576896.8325,355326776.63685,788175993.52378,751796420.8616,3546622610.5953,8681478409.7762
3,Sri Lanka,1973,1794511847.3864,1493582640.9819,1390137637.0375,371408741.28023,832747897.56469,808071279.31177,3620504007.6339,8920826414.1501
4,Sri Lanka,1974,1900495349.6007,1889062246.6149,1789660187.1053,377976954.20663,839558725.72172,767657801.98573,3522461608.7479,9297212686.8687
5,Sri Lanka,1975,1923920343.0247,2016060426.167,1908441038.6131,427407834.99089,866039367.47689,780446040.52236,3548759850.0806,9562633862.2535
6,Sri Lanka,1976,2000565500.2801,2019331364.737,1893435631.5192,455610522.46039,938280260.89078,777009407.9437,3687936962.0041,9878734018.3072
7,Sri Lanka,1977,2091803692.4431,2058410798.9454,1938910909.2155,460181186.09364,985849638.77718,823569170.46242,4068446524.8325,10488261011.545
8,Sri Lanka,1978,2236388944.3817,2101470082.6627,1969925909.3294,509476639.81063,1153140605.3116,919133991.74943,4595463091.8257,11515073355.751
9,Sri Lanka,1979,2337245849.9875,2333850851.1295,2187891640.9559,558501239.38423,1205108643.0515,991303275.87481,4664791218.0054,12090801077.451
10,Sri Lanka,1980,2374807052.8794,2191839310.6505,2028742514.5497,659157409.65824,1341644463.7064,1143308178.3409,4870487535.4755,12581243950.702
11,Sri Lanka,1981,2552613666.0367,2280585675.1955,2102134161.4495,747557430.02118,1429387085.7891,1177608415.0253,5205207403.2516,13392959675.311
12,Sri Lanka,1982,2632253567.8454,2274200061.6665,2089022362.1371,730392048.82192,1668723843.8902,1208703330.9445,5513241978.0424,14027514831.202
13,Sri Lanka,1983,2790289791.0967,2227862416.5971,2026590687.53,735233566.59856,1802333136.8178,1335858736.302,5766975715.9778,14658553363.399
14,Sri Lanka,1984,2588677496.6475,2613146315.2722,2381355235.5718,744815031.84476,1934523507.2212,1497116111.0904,6104650193.1916,15482928655.277
15,Sri Lanka,1985,2828764644.8681,2768567405.5938,2528253293.477,761100137.09347,2025866645.2253,1522362142.7236,6202482066.4208,16109143041.916
16,Sri Lanka,1986,2848560413.9647,2966756363.8771,2681176467.0446,818995209.79903,2125368587.7836,1559041586.5732,6375819185.1181,16694541347.107
17,Sri Lanka,1987,2680550168.5933,3095727700.5526,2774422304.5804,865378981.49445,2203231961.7367,1587129448.9893,6583880504.4079,17015898765.774
18,Sri Lanka,1988,2750342944.2349,3217688356.3948,2843567679.4936,878921688.56675,2265309822.5126,1595390584.9915,6576939590.702,17284592987.403
19,Sri Lanka,1989,2671921243.6017,3361492640.6621,2934231324.6039,885693042.09848,2319406244.0477,1577546531.2268,6815271744.0717,17631331445.709
20,Sri Lanka,1990,2906932553.5951,3678534749.9763,3207082990.7553,893141530.98426,2400284828.3802,1692211098.9543,7055785967.3632,18626890729.253
21,Sri Lanka,1991,2958211629.8,3868382790.4023,3457144755.3499,907039991.25898,2564454691.4117,1812207434.6395,7472689281.2323,19582985818.754
22,Sri Lanka,1992,2904296713.225,4175315106.7164,3767795715.0109,964205682.0696,2760887087.3404,1912824800.0653,7910635551.5414,20628164940.958
23,Sri Lanka,1993,3101904866.6991,4588390703.2309,4125377033.8611,1049168293.4296,3035098775.4048,1891803544.1716,8469506514.4041,22135872697.349
24,Sri Lanka,1994,3203105161.9517,4992162466.4476,4475837079.2945,1124782535.6838,3224626274.9956,1975669596.3071,8842418147.2407,23362764182.635
25,Sri Lanka,1995,3312652285.0343,5404559255.1376,4847135605.1211,1214915705.1863,3377883227.1367,2061780105.4551,9315358605.7891,24687149183.739
26,Sri Lanka,1996,3177545497.7978,5772811822.334,5184287041.2368,1264594427.8028,3558640714.7126,2181776441.1491,9825200453.9378,25780569357.734
27,Sri Lanka,1997,3275111528.3072,6291278891.4551,5683885230.5954,1346702891.081,3774835400.1785,2321863404.2088,10355981336.579,27365773451.801
28,Sri Lanka,1998,3355105289.7087,6639731163.0138,6023079654.9873,1438987012.7749,3971307479.4188,2430473226.2966,10789023700.234,28624627871.447
29,Sri Lanka,1999,3556294269.0743,6944363726.9833,6247241866.2263,1535005924.4164,4060974992.954,2597437412.2644,11944276515.809,30638352841.492
30,Sri Lanka,2000,3638468976.2336,7630650217.6298,6878708431.8584,1640782766.2019,4522960301.9887,2705949389.6625,10930425026.535,31069236678.252
31,Sri Lanka,2001,3499872970.3722,7372762805.2413,6656129096.8091,1679045280.5462,4341216849.983,2797222842.2273,11564613723.271,31254734471.633
32,Sri Lanka,2002,3567399474.0512,7560498958.3085,6751707876.1844,1679001325.9021,4395005007.1997,2909069113.2471,12101962450.262,32212936328.979
33,Sri Lanka,2003,3627198443.8971,7916601220.9923,7016068729.941,1741409526.2581,4803274378.0203,3212575377.1222,12676546153.429,33977605099.711
34,Sri Lanka,2004,3627274796.0014,8331707208.7676,7379037365.6177,1843801115.4207,5173008347.7963,3524386330.5008,13297953940.695,35798131739.199
35,Sri Lanka,2005,3693166663.9552,8938331182.6516,7835165345.9991,2009972146.2115,5478069083.5471,3860960662.5097,14029361479.214,38009861218.08
36,Sri Lanka,2006,3926743028.2932,9586228375.0874,8269901511.3614,2194788713.82,5862237045.011,4345663196.4484,14325930488.074,40241590846.734
37,Sri Lanka,2007,4059946913.3702,10275637014.932,8803089151.0312,2391244109.7837,6213822228.3524,4801383033.7082,15273331040.544,43015364340.691
38,Sri Lanka,2008,4365767640.9209,10829062825.829,9237356393.5206,2578150984.2072,6496997004.6297,5190916504.7167,15924230239.301,45385125199.596
39,Sri Lanka,2009,4506255516.9625,11232853964.768,9542223251.9024,2722248374.9998,6496403980.1649,5518231777.6396,16879927686.599,47355921301.143
40,Sri Lanka,2010,4819497669.2672,12138958181.666,10241722204.916,2975125332.5952,7017862699.6758,6172309793.7543,17803840711.152,50927594388.11
41,Sri Lanka,2011,5040964215.6185,12755102170.684,10596917752.099,3757130429.5896,7901862693.3364,6932079791.0072,18926916671.842,55314055972.078
42,Sri Lanka,2012,5239868415.3347,13451120935.265,10931709013.243,4552773761.9862,8692791901.5635,7486931321.3107,21369310595.237,60792796930.698
43,Sri Lanka,2013,5409974888.4167,13847346167.293,11178762728.867,4894888277.9373,8723951112.5378,7901800781.7619,22340013326.673,63117974554.62
44,Sri Lanka,2014,5657798076.4663,14211969962.816,11463361392.146,5411443077.1824,8982263890.2029,8257588911.1578,23608537264.789,66129601182.614
45,Sri Lanka,2015,5923389886.3857,14779424920.777,12037175553.255,5277492963.5846,9439153620.6907,8707411877.6465,25144819917.931,69271693187.015
46,Sri Lanka,2016,5698182112.035,15507540414.46,12416852705.881,5712961289.3095,9696767682.0155,9195911889.1511,26426743289.662,72238106676.633
47,Sri Lanka,2017,5654109915.5307,16236699560.398,12905379250.918,5961509727.2313,10082140699.492,9325262857.2176,27374821762.888,74634544522.758
0,Suriname,1970,181222624.39091,795804889.1111,629441751.61583,167736681.34609,539216058.81219,52237884.24343,368833788.67396,2090200768.223
1,Suriname,1971,192775808.96253,841564829.73705,666037759.73031,186086628.71539,573520675.44024,55420903.666857,392019822.85691,2224897971.89
2,Suriname,1972,202722739.57494,887780052.35431,702132784.1588,181806726.45928,604602263.40874,58340355.113741,409998402.85979,2329226578.9182
3,Suriname,1973,208778786.27584,924755614.0609,731056851.22631,190974308.59449,619815519.57006,60439831.697593,427969028.1141,2415764869.4878
4,Suriname,1974,194563771.43883,834295782.29292,661511011.5831,211018165.47111,578624403.2131,55488737.977425,394662799.02808,2249910378.8593
5,Suriname,1975,218397272.78302,965273424.70903,761901242.70785,151858176.85008,656069794.83325,63040866.214534,434569923.54794,2476123502.2364
6,Suriname,1976,226285719.36343,1037558823.46,819167379.74872,219589611.32811,662183109.35703,66710774.1678,483155801.48439,2675522593.7321
7,Suriname,1977,260093346.44747,1006498435.3174,806086282.63669,412839219.82753,777502450.66263,70870003.504706,511098157.06481,3002251491.1026
8,Suriname,1978,248373369.04735,1068690241.6201,857538598.54016,312585945.58881,885041210.16775,77965158.939784,587201276.89631,3142432911.4928
9,Suriname,1979,274517934.0802,1006341852.7948,809283883.90456,282214310.32513,852529492.22471,68178737.437253,533734741.23787,2990465110.2156
10,Suriname,1980,276546391.96055,885296749.39791,724111406.209,238135123.18746,759440385.13872,58310762.444237,548874355.67823,2744697546.6713
11,Suriname,1981,313058629.2772,908853838.23635,744459779.74277,285708392.30046,733041981.71946,55293282.414846,661025434.73965,2931559221.916
12,Suriname,1982,303592493.87485,754808510.62167,622078847.84095,280870432.8468,749436779.46273,56435031.281627,671852555.00491,2788298056.2233
13,Suriname,1983,276997160.19538,675205560.1568,562777873.22314,253724104.06279,709144479.7192,56353477.791143,685253654.94188,2625889462.3727
14,Suriname,1984,287590216.59662,669318774.19554,545045719.5589,263668798.46578,597159673.47094,55619496.376783,677061279.7172,2525222290.0684
15,Suriname,1985,291692208.85137,719810280.79858,580248405.34756,233834714.19344,531497118.27734,57707266.173918,719757047.64863,2532876175.2881
16,Suriname,1986,284209454.01175,751209516.85958,596120136.83804,250901960.82662,477894465.706,58147655.463268,729099709.32105,2528890746.5977
17,Suriname,1987,299715885.73752,591552990.52978,463216188.48079,207440957.00997,339594619.25114,65984948.102489,794480210.162,2283961652.1897
18,Suriname,1988,298138196.50379,688992261.59841,518447488.39184,203973752.47786,384694207.50183,65862617.866762,808747433.04463,2433624820.5068
19,Suriname,1989,290970979.59327,706275731.2406,526034524.6721,182982383.18261,508294310.89172,62706496.462813,828128953.90152,2557134525.6304
20,Suriname,1990,293540359.10836,713767275.48544,530918134.05193,157824993.70455,474143113.5775,61613679.690323,756309457.1537,2443116340.3695
21,Suriname,1991,329189801.9555,726950084.32374,546056183.71207,161883504.11445,492179165.07426,63434370.620808,768505128.82287,2532901522.5649
22,Suriname,1992,337464189.40463,640252241.48024,463722493.442,192604547.73517,514671558.35998,62818206.32208,756395619.24466,2493063192.2368
23,Suriname,1993,313144724.94435,535987664.52217,369872628.66843,174059035.87582,487842918.37888,67745853.413734,724363244.11455,2292114325.6806
24,Suriname,1994,299280272.85034,557822487.40779,380260380.28429,180751546.35591,418277745.59413,67454496.693522,709600787.98736,2222685986.309
25,Suriname,1995,278773227.42856,554838777.65537,373959199.46356,170054280.35239,494504138.07388,74677537.380508,687393732.90851,2246198095.3417
26,Suriname,1996,283197253.93795,583272083.89518,391790144.80868,181719138.56566,465022475.51639,82789033.798435,674257010.92507,2258839173.0739
27,Suriname,1997,275346314.00168,599944511.34229,392763417.26781,144278706.48993,517085850.16732,88335179.758852,663319714.27245,2278128899.376
28,Suriname,1998,257800929.63438,620834851.64437,401191611.63441,168226606.76919,528211195.04661,93259748.320832,672693334.33922,2325262358.7283
29,Suriname,1999,269142587.90064,587052237.62504,365265158.64078,143391747.14156,498493590.03514,94981427.390399,665406663.98571,2248429976.927
30,Suriname,2000,285155031.74714,806727694.33828,584651777.79963,126501571.7692,420120729.13032,118696941.78228,680139000.6617,2437328243.4636
31,Suriname,2001,317760572.59522,920325427.20253,657111432.12133,132214546.16336,359009097.20723,152741747.8473,691745269.13605,2584752274.1196
32,Suriname,2002,305547278.82819,886722681.55579,633829711.99872,133038846.95049,389188089.99979,171642991.86424,705665858.44824,2600267104.6342
33,Suriname,2003,316803620.11337,923513258.66816,668335602.70951,155637740.54141,514053257.43018,176727317.38513,712576148.58642,2803415457.5018
34,Suriname,2004,319569810.78469,1052380148.5775,740463620.99499,171389226.50806,544845105.5475,190448499.11747,728042090.25421,3009924718.9055
35,Suriname,2005,303720284.45485,1169965250.3469,816225342.7721,186324573.65532,588838192.81487,205492904.74376,764492337.41887,3216317567.8269
36,Suriname,2006,319607191.83431,1208222651.2886,830520007.19929,195873401.7235,709752927.057,202415639.9766,794831856.7658,3423744890.63
37,Suriname,2007,336998122.10904,1258003082.6637,846406479.61921,201967628.4309,751472833.02992,209739323.24172,845271573.20791,3595511141.872
38,Suriname,2008,305825148.28151,1359729465.3176,924420103.27273,218259662.52341,769601668.44454,248479434.89373,854987741.44465,3745180314.3978
39,Suriname,2009,401755072.93127,1205362139.3622,818376446.70246,234060415.38423,906198366.39708,247534941.10801,865527383.68629,3857691200.773
40,Suriname,2010,413680376.38488,1324777781.1504,916618606.76886,211110031.8713,963569221.42965,259490302.01851,884288359.38686,4056916072.2416
41,Suriname,2011,432043120.06261,1389291946.9446,932907047.62968,235715565.24814,992375091.25606,270605623.1924,932884154.07475,4251539932.0613
42,Suriname,2012,476271748.10274,1217125397.8153,763799505.8061,236512036.33588,1071125212.2482,283991167.18019,1034986164.8335,4317787515.3479
43,Suriname,2013,433366186.36083,1287065903.128,830326400.59761,247703571.6669,1100017256.2798,284466278.84655,1104148184.1205,4441183970.3967
44,Suriname,2014,448849726.93954,1195377597.4804,762645467.37898,296612638.70239,1082790478.3342,297010020.16019,1139820541.7487,4442609963.8868
45,Suriname,2015,467576488.85804,1159468550.9504,770728207.65297,345935891.9711,966318732.91078,315750486.91811,1100816130.8835,4345383884.6055
46,Suriname,2016,477925889.81452,1165399856.9141,799861753.48647,298597967.83565,637153930.90698,337024735.6518,1033805869.2811,3963922380.4417
47,Suriname,2017,493790535.6667,1131938562.6417,791033167.25374,321181754.52871,538636200.1449,356636156.13752,1017617708.4258,3881094467.6998
0,Swaziland,1970,138238472.85069,88373857.925953,51583560.045793,29302951.352846,158868169.10661,39379764.640944,173855065.10982,624851224.41132
1,Swaziland,1971,134475807.34009,86285938.596263,53425000.399855,30435586.092451,149661128.2148,37383137.945772,170272784.90174,605401358.26991
2,Swaziland,1972,149695335.52805,96919282.849036,63317918.606586,36174359.373971,161335527.53099,40609464.732736,191213071.05171,672455925.87107
3,Swaziland,1973,154207682.99971,101253850.48955,69445220.720749,39788142.48216,160947653.18339,40823704.714999,199102416.21023,692511028.60341
4,Swaziland,1974,176895212.15951,118358770.81885,84814560.870015,48732512.448059,178793450.50267,45699335.566043,231305084.54878,795634191.75081
5,Swaziland,1975,216225324.73924,148085306.87113,110377076.296,63601060.053424,211640596.34807,54511454.38693,286875350.43577,975873532.03875
6,Swaziland,1976,237373681.05561,167094290.28219,129009853.295,74549619.852279,224999666.46438,58398431.230855,320136299.27705,1077015715.2459
7,Swaziland,1977,251592207.59881,182730056.5265,145581265.92679,84365547.010796,230942246.73529,60402262.524103,345533554.78199,1149742061.6037
8,Swaziland,1978,265470701.9829,199632516.11914,163547116.9739,95047262.051927,235982441.42214,62195651.709439,372026274.7192,1224279028.1123
9,Swaziland,1979,279589737.40825,208186867.10185,171173666.45638,121678862.01673,225576387.86622,66234330.362862,390004256.07543,1284112171.8382
10,Swaziland,1980,285007506.82217,221871498.6903,183037187.84416,94817679.280037,234975403.96891,60984048.127371,406792295.43459,1298068154.7596
11,Swaziland,1981,323971687.97435,244702479.40899,203170818.61586,109407714.53397,237328978.22832,64166688.191548,433765626.25323,1404767428.4434
12,Swaziland,1982,326941131.29147,249536066.94841,213787067.57905,110279372.6226,279413206.04937,64625620.949349,451052617.40417,1474615439.5553
13,Swaziland,1983,341157405.20029,247422057.56173,215984801.09433,98895167.07166,303788714.77296,69170417.103485,454107743.59808,1506820194.6214
14,Swaziland,1984,287281007.77618,252798802.68944,214885934.33669,87557761.91891,303501835.19667,70452273.12482,469106917.16291,1467111432.9248
15,Swaziland,1985,342722978.10003,252359802.29619,212141066.21018,78361476.656006,290990209.33145,76689974.213705,472601056.2661,1505795295.3999
16,Swaziland,1986,386636764.05136,388480906.31088,344007156.13543,76465634.443927,315287195.70409,87013052.343185,496000737.57427,1738257668.0677
17,Swaziland,1987,355519989.05713,559004816.93164,508740171.83393,74569792.363053,333765539.06837,103421396.03053,458029887.68416,1871094342.3045
18,Swaziland,1988,330873103.18686,675624215.87776,625865943.67076,84996924.332679,335139225.68485,94371860.366223,467208792.17804,1976350417.9826
19,Swaziland,1989,350020821.22155,733854414.77941,682636088.11599,85312897.969091,348154085.92777,100214127.15742,503311195.36192,2108275791.0362
20,Swaziland,1990,293577462.83476,876486757.65694,820876369.74004,82153161.080164,346838944.73331,106175737.32701,555098555.82166,2251520455.2412
21,Swaziland,1991,351922606.38884,880266531.64189,831632818.18214,84399058.656477,336406911.51098,125370672.27513,559418465.60214,2323567794.5994
22,Swaziland,1992,331396751.11687,912065822.74882,854540069.44255,115526732.47327,380311014.82401,135614461.43662,574319117.61412,2436861786.866
23,Swaziland,1993,216314721.47057,922191331.86024,862308615.51756,120048266.75793,426091696.99506,140812152.7585,604843098.05296,2427548205.2912
24,Swaziland,1994,250142463.30279,962479374.79944,900155378.48105,120532379.72604,420331952.75828,144087414.13602,611366807.13163,2503313320.1592
25,Swaziland,1995,254408802.97417,997864625.53283,935811013.13906,137232174.7102,488572042.39815,148257234.20323,629660766.43824,2651653654.9885
26,Swaziland,1996,285218502.64065,1018767030.6744,958718264.39947,132729435.29248,538619681.47073,139888836.12199,651188640.15228,2762275872.0773
27,Swaziland,1997,299076402.07112,1075362663.7066,1011504539.066,152657792.54629,511628951.23016,141847008.46688,673612904.68533,2848398909.0792
28,Swaziland,1998,309689065.2093,1097987965.637,1027440018.1807,168691033.84431,544721658.9641,139380548.72644,688822554.69128,2943957705.6038
29,Swaziland,1999,345493508.41997,1110624881.9138,1040387595.0606,160521665.16301,575540693.91049,147255284.42515,712345303.87733,3044960680.667
30,Swaziland,2000,405027583.20136,1065744017.8435,1010092682.9815,136298715.78121,470145761.96323,182194945.4519,787706924.14075,3034599590.5403
31,Swaziland,2001,397749923.24652,1061346289.1623,1017824077.4148,147167168.60832,474579865.05709,179820694.09706,806372426.85025,3055923686.2724
32,Swaziland,2002,411205140.17559,1148722206.2344,1080678418.7898,140908287.41158,528855928.47194,183809201.19144,791686354.79905,3192815810.8315
33,Swaziland,2003,446077103.34149,1181195395.3181,1116929786.8871,136510641.22637,541599384.39665,198009475.02605,844891329.75877,3334448488.641
34,Swaziland,2004,388678300.14907,1182803506.6212,1114430222.8513,150066985.95832,589282018.16679,210619141.12196,935986872.9389,3450987986.2325
35,Swaziland,2005,466735304.94744,1062781712.61,995798446.76894,155965279.90045,641528305.1103,214805933.24553,977433643.99502,3511129137.8489
36,Swaziland,2006,449995011.40922,1187639450.3449,1113048483.4743,158077615.82467,650246722.30378,232027845.10748,1048673203.6569,3719949288.4439
37,Swaziland,2007,436092826.10083,1275895728.2135,1201502030.8268,160197111.03593,648545652.03196,269347481.8012,1102927048.2044,3885743355.0892
38,Swaziland,2008,475145859.88736,1293554266.349,1221729629.7702,154542342.40859,639562645.59222,254832237.34514,1201779323.1734,4013495298.3212
39,Swaziland,2009,514182496.76062,1374252864.9683,1299018242.4641,156460018.30751,656895534.93655,235454735.2853,1252590282.6944,4183833039.9177
40,Swaziland,2010,450810427.2091,1521518051.919,1443884648.7773,152164843.37057,669928417.28127,221335745.39855,1308236945.939,4323994431.1175
41,Swaziland,2011,476844044.44194,1552424784.0288,1467971450.4343,145053343.1231,681248263.89064,245416652.12023,1318162560.9738,4416133782.17
42,Swaziland,2012,537789826.20698,1643575462.0598,1493778737.9239,144193388.84054,692400102.9146,258812726.82887,1332292094.6065,4600805502.1669
43,Swaziland,2013,568484632.55031,1717188923.2796,1539570130.0849,146423859.82351,758561099.7999,281567028.05493,1438344494.9638,4903265563.648
44,Swaziland,2014,526016475.82872,1734454031.0233,1606007352.2376,146292655.64804,799846803.87098,314093115.08358,1493966199.8287,5010941342.1982
45,Swaziland,2015,544237137.12841,1692215904.0806,1630094153.8946,159544277.37042,760217624.96325,310742788.52269,1565732072.999,5029847320.9473
46,Swaziland,2016,512701377.18664,1670964694.2278,1630094153.8946,190639666.95659,787486577.65217,321072962.08544,1608993399.005,5092754828.2945
47,Swaziland,2017,515271779.89208,1820934464.7121,1757391788.9531,144951063.56413,824474413.6799,332136230.51436,1638830583.6953,5277200626.1213
0,Sweden,1970,5274167360.9373,36295725526.507,25978932660.811,17870377488.941,18504748406.786,13418833105.728,101766499499.96,193130351388.86
1,Sweden,1971,5607385117.1964,37816331363.486,26146490683.382,17822172541.311,18472023130.597,14167968103.009,104688571227.64,198574451483.24
2,Sweden,1972,5396401987.9226,38868172274.136,26304306960.608,18405050699.31,19213288688.43,14461727892.507,108037284998.95,204381926541.26
3,Sweden,1973,5469537327.7162,41865843176.985,28165865964.746,18292974196.155,20203672239.832,15609672701.248,112011459810.53,213453159452.47
4,Sweden,1974,5717704436.0933,42835651654.954,29688057980.104,16985816700.58,21354891644.738,18244954696.949,116385625806.64,221524644939.96
5,Sweden,1975,5193225439.7575,42982909485.308,29787069539.066,18218256527.293,21441651679.188,17499147075.955,122541413731.46,227876603938.96
6,Sweden,1976,5195690676.0285,42950304862.615,29794154444.759,19012834746.883,22143088800.188,17956423641.498,126628246756.35,233886589483.56
7,Sweden,1977,4850352175.117,41246366032.58,28086337896.89,18980698115.129,21496701174.802,18335744534.884,129326445787.01,234236307819.52
8,Sweden,1978,4934991950.4259,40985805457.052,27327013115.669,18879869433.02,21146616825.218,18716491446.52,130058616567.15,234722391679.39
